"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"KYN","Kayne Anderson MLP Investment Company","18.99","$2.15B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kyn",
"KYN^F","Kayne Anderson MLP Investment Company","25.355","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kyn^f",
"KB","KB Financial Group Inc","36.47","$13.59B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/kb",
"KBH","KB Home","16.32","$1.38B","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/kbh",
"KBR","KBR, Inc.","17.38","$2.48B","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/kbr",
"KAP","KCAP Financial, Inc.","25.3253","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kap",
"KCG","KCG Holdings, Inc.","13.88","$1.2B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/kcg",
"K","Kellogg Company","73.12","$25.66B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/k",
"KEM","Kemet Corporation","6.36","$294.36M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/kem",
"KMPA","Kemper Corporation","25.9425","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/kmpa",
"KMPR","Kemper Corporation","44.3","$2.27B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/kmpr",
"KMT","Kennametal Inc.","32.13","$2.57B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/kmt",
"KW","Kennedy-Wilson Holdings Inc.","21.1","$2.39B","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/kw",
"KWN","Kennedy-Wilson Holdings Inc.","25.5","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/kwn",
"KEN","Kenon Holdings Ltd.","10.819","$580.92M","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/ken",
"KEY","KeyCorp","18.14","$19.6B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/key",
"KEY^G","KeyCorp","134.1803","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/key^g",
"KEY^H","KeyCorp","25.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/key^h",
"KEYS","Keysight Technologies Inc.","36.35","$6.17B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/keys",
"KRC","Kilroy Realty Corporation","74.15","$6.84B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/krc",
"KRC^G","Kilroy Realty Corporation","25.5001","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/krc^g",
"KRC^H","Kilroy Realty Corporation","25.183","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/krc^h",
"KMB","Kimberly-Clark Corporation","114.61","$41.05B","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/kmb",
"KIM","Kimco Realty Corporation","25.43","$10.81B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/kim",
"KIM^I","Kimco Realty Corporation","24.81","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kim^i",
"KIM^J","Kimco Realty Corporation","23.39","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kim^j",
"KIM^K","Kimco Realty Corporation","23.744","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kim^k",
"KMI","Kinder Morgan, Inc.","20.82","$46.48B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/kmi",
"KMI.WS","Kinder Morgan, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kmi.ws",
"KMI^A","Kinder Morgan, Inc.","47.61","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kmi^a",
"KND","Kindred Healthcare, Inc.","7.45","$634.45M","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/knd",
"KFS","Kingsway Financial Services, Inc.","6","$140.47M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/kfs",
"KGC","Kinross Gold Corporation","3.21","$4B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/kgc",
"KEX","Kirby Corporation","66","$3.55B","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/kex",
"KRG","Kite Realty Group Trust","23.59","$1.97B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/krg",
"KKR","KKR & Co. L.P.","16.52","$7.43B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/kkr",
"KKR^A","KKR & Co. L.P.","25.44","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kkr^a",
"KKR^B","KKR & Co. L.P.","24.84","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kkr^b",
"KFI","KKR Financial Holdings LLC","25.6","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/kfi",
"KFN^","KKR Financial Holdings LLC","25.52","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kfn^",
"KIO","KKR Income Opportunities Fund","15.64","$238.59M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kio",
"KMG","KMG Chemicals, Inc.","36.33","$430.72M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/kmg",
"KNX","Knight Transportation, Inc.","34.95","$2.8B","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/knx",
"KNL","Knoll, Inc.","26.89","$1.32B","n/a","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/knl",
"KNOP","KNOT Offshore Partners LP","22","$598.27M","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/knop",
"KN","Knowles Corporation","16.63","$1.48B","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/kn",
"KSS","Kohl&#39;s Corporation","55.51","$9.8B","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/kss",
"PHG","Koninklijke Philips N.V.","29.52","$27.28B","n/a","Energy","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/phg",
"KOP","Koppers Holdings Inc.","40.8","$843.05M","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/kop",
"KEP","Korea Electric Power Corporation","19.42","$24.93B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/kep",
"KEF","Korea Equity Fund, Inc.","7.9608","$77.54M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kef",
"KF","Korea Fund, Inc. (The)","32.59","$227.74M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kf",
"KFY","Korn/Ferry International","29.23","$1.68B","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/kfy",
"KOS","Kosmos Energy Ltd.","5.63","$2.18B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/kos",
"KRA","Kraton Corporation","32.43","$1B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/kra",
"KR","Kroger Company (The)","34.72","$32.43B","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/kr",
"KRO","Kronos Worldwide Inc","11.49","$1.33B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/kro",
"KT","KT Corporation","14.01","$6.86B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/kt",
"KYO","Kyocera Corporation","49.61","$18.24B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/kyo",
"LB","L Brands, Inc.","72.2","$20.65B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/lb",
"SCX","L.S. Starrett Company (The)","9.8","$69.06M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/scx",
"LLL","L-3 Communications Holdings, Inc.","158.05","$12.22B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/lll",
"LQ","La Quinta Holdings Inc.","13.38","$1.56B","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/lq",
"LH","Laboratory Corporation of America Holdings","127.35","$13.12B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/lh",
"LADR","Ladder Capital Corp","13.89","$1.52B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ladr",
"LW","Lamb Weston Holdings, Inc.","35.15","$5.13B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/lw",
"LDR","Landauer, Inc.","50.3","$483.07M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ldr",
"LCI","Lannett Co Inc","24.1","$895.56M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lci",
"LPI","Laredo Petroleum, Inc.","13.76","$3.33B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lpi",
"LVS","Las Vegas Sands Corp.","57.71","$45.87B","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/lvs",
"LHO","LaSalle Hotel Properties","30.43","$3.62B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/lho",
"LHO^H","LaSalle Hotel Properties","25.4601","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lho^h",
"LHO^I","LaSalle Hotel Properties","24.99","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lho^i",
"LHO^J","LaSalle Hotel Properties","23.84","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lho^j",
"LFL","LATAM Airlines Group S.A.","8.66","$4.72B","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/lfl",
"LDF","Latin American Discovery Fund, Inc. (The)","9.1937","$62.67M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ldf",
"LGI","Lazard Global Total Return and Income Fund","13.87","$133.22M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lgi",
"LAZ","Lazard Ltd.","41.04","$5.06B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/laz",
"LOR","Lazard World Dividend & Income Fund, Inc.","9.97","$68.6M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lor",
"LZB","La-Z-Boy Incorporated","31.85","$1.56B","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/lzb",
"LFGR","Leaf Group Ltd.","6.8","$134.38M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/lfgr",
"LEA","Lear Corporation","134.06","$9.41B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/lea",
"LEE","Lee Enterprises, Incorporated","3","$166.69M","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/lee",
"BWG","Legg Mason BW Global Income Opportunities Fund Inc.","11.74","$247.44M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bwg",
"LM","Legg Mason, Inc.","31","$3.13B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/lm",
"LMHA","Legg Mason, Inc.","24.62","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/lmha",
"LMHB","Legg Mason, Inc.","21.11","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lmhb",
"LEG","Leggett & Platt, Incorporated","49.79","$6.66B","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/leg",
"CVB","Lehman ABS Corporation","10.68","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cvb",
"JBK","Lehman ABS Corporation","22.02","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/jbk",
"KCC","Lehman ABS Corporation","28.87","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/kcc",
"KTH","Lehman ABS Corporation","30.8","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/kth",
"KTN","Lehman ABS Corporation","33.0776","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ktn",
"KTP","Lehman ABS Corporation","21","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ktp",
"XKE","Lehman ABS Corporation","8.35","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/xke",
"LDOS","Leidos Holdings, Inc.","51","$7.67B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ldos",
"LEJU","Leju Holdings Limited","3.47","$469.44M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/leju",
"LC","LendingClub Corporation","5.2","$2.05B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/lc",
"LEN","Lennar Corporation","44","$10.02B","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/len",
"LEN.B","Lennar Corporation","n/a","n/a","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/len.b",
"LII","Lennox International, Inc.","160.17","$6.89B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lii",
"LUK","Leucadia National Corporation","23.52","$8.47B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/luk",
"LVLT","Level 3 Communications, Inc.","56.48","$20.33B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/lvlt",
"LXP","Lexington Realty Trust","10.42","$2.47B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/lxp",
"LXP^C","Lexington Realty Trust","50.39","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lxp^c",
"LPL","LG Display Co., Ltd.","12.85","$9.2B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lpl",
"USA","Liberty All-Star Equity Fund","5.17","$965.97M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/usa",
"ASG","Liberty All-Star Growth Fund, Inc.","4.24","$104.95M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/asg",
"LPT","Liberty Property Trust","38.44","$5.65B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/lpt",
"LSI","Life Storage, Inc.","83.77","$3.89B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/lsi",
"LOCK","LifeLock, Inc.","23.85","$2.25B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/lock",
"LITB","LightInTheBox Holding Co., Ltd.","2.58","$192.34M","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/litb",
"LNC","Lincoln National Corporation","66.23","$15.14B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/lnc",
"LNC.WS","Lincoln National Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lnc.ws",
"LNN","Lindsay Corporation","85.45","$908.34M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lnn",
"LN","LINE Corporation","34.64","$7.52B","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/ln",
"LGF.A","Lions Gate Entertainment Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lgf.a",
"LGF.B","Lions Gate Entertainment Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lgf.b",
"LAD","Lithia Motors, Inc.","95.99","$2.42B","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/lad",
"LYV","Live Nation Entertainment, Inc.","27.27","$5.55B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/lyv",
"LYG","Lloyds Banking Group Plc","3.15","$56.27B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/lyg",
"SCD","LMP Capital and Income Fund Inc.","13.29","$239M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/scd",
"LMT","Lockheed Martin Corporation","252.3","$73.92B","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/lmt",
"L","Loews Corporation","47.23","$15.91B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/l",
"LPX","Louisiana-Pacific Corporation","20.11","$2.86B","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/lpx",
"LOW","Lowe&#39;s Companies, Inc.","73.56","$63.99B","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/low",
"LXU","Lsb Industries Inc.","8.5","$237.25M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lxu",
"LKSD","LSC Communications, Inc.","22.69","$746.5M","n/a","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/lksd",
"LTC","LTC Properties, Inc.","45.47","$1.78B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ltc",
"LUB","Luby&#39;s, Inc.","4.31","$124.87M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/lub",
"LL","Lumber Liquidators Holdings, Inc","16.9","$460.49M","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/ll",
"LXFR","Luxfer Holdings PLC","11.39","$298.42M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lxfr",
"LXFT","Luxoft Holding, Inc.","54","$1.79B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/lxft",
"LUX","Luxottica Group, S.p.A.","53.92","$25.91B","n/a","Health Care","Ophthalmic Goods","http://www.nasdaq.com/symbol/lux",
"LDL","Lydall, Inc.","61.85","$1.06B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/ldl",
"WLH","Lyon William Homes","19.98","$633.36M","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/wlh",
"LYB","LyondellBasell Industries NV","88.09","$35.9B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lyb",
"MTB","M&T Bank Corporation","152.86","$23.7B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mtb",
"MTB.WS","M&T Bank Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtb.ws",
"MTB^","M&T Bank Corporation","1070","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtb^",
"MTB^C","M&T Bank Corporation","1057.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtb^c",
"MDC","M.D.C. Holdings, Inc.","26.22","$1.35B","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/mdc",
"MHO","M/I Homes, Inc.","25.54","$630.04M","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/mho",
"MHO^A","M/I Homes, Inc.","25.31","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mho^a",
"MAC","Macerich Company (The)","69.24","$9.95B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mac",
"CLI","Mack-Cali Realty Corporation","27.91","$2.5B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cli",
"MGU","Macquarie Global Infrastructure Total Return Fund Inc.","19.9","$248.12M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mgu",
"MIC","Macquarie Infrastructure Company","81.81","$6.69B","n/a","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/mic",
"MFD","Macquarie/First Trust Global","11.19","$95.6M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mfd",
"BMA","Macro Bank Inc.","65.12","$3.81B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bma",
"M","Macy&#39;s Inc","40.16","$12.28B","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/m",
"MCN","Madison Covered Call & Equity Strategy Fund","7.75","$149.33M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mcn",
"MSP","Madison Strategic Sector Premium Fund","11.78","$68.3M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/msp",
"MMP","Magellan Midstream Partners L.P.","72.12","$16.43B","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/mmp",
"MGA","Magna International, Inc.","44.53","$17.07B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/mga",
"MX","MagnaChip Semiconductor Corporation","6.2","$216.99M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/mx",
"MH^A","Maiden Holdings, Ltd.","25.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mh^a",
"MH^C","Maiden Holdings, Ltd.","25.11","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mh^c",
"MHLA","Maiden Holdings, Ltd.","25.14","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mhla",
"MHNB","Maiden Holdings, Ltd.","25.29","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mhnb",
"MHNC","Maiden Holdings, Ltd.","26.8","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mhnc",
"MAIN","Main Street Capital Corporation","36.18","$1.92B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/main",
"MSCA","Main Street Capital Corporation","25.62","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/msca",
"MMD","MainStay DefinedTerm Municipal Opportunities Fund","18.44","$508.11M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mmd",
"MNK","Mallinckrodt plc","52.72","$5.58B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mnk",
"MZF","Managed Duration Investment Grade Municipal Fund","13.1448","$89.39M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mzf",
"MANU","Manchester United Ltd.","14.7","$2.41B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/manu",
"MTW","Manitowoc Company, Inc. (The)","5.92","$821.53M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/mtw",
"MFS","Manitowoc Food Service, Inc.","17.91","$2.48B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mfs",
"MN","Manning & Napier, Inc.","7.65","$114.78M","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/mn",
"MAN","ManpowerGroup","90.55","$6.07B","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/man",
"MFC","Manulife Financial Corp","18.36","$36.25B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/mfc",
"MRO","Marathon Oil Corporation","18.2","$15.42B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mro",
"MPC","Marathon Petroleum Corporation","48.42","$25.56B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/mpc",
"MMI","Marcus & Millichap, Inc.","27.56","$1.04B","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/mmi",
"MCS","Marcus Corporation (The)","31.25","$863.49M","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/mcs",
"MRIN","Marin Software Incorporated","2.3","$88.88M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/mrin",
"MHG","Marine Harvest ASA","18","$8.1B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mhg",
"MPX","Marine Products Corporation","13.2","$506.29M","n/a","Capital Goods","Marine Transportation","http://www.nasdaq.com/symbol/mpx",
"HZO","MarineMax, Inc.","19.85","$517.05M","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/hzo",
"MKL","Markel Corporation","875.18","$12.25B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mkl",
"VAC","Marriot Vacations Worldwide Corporation","87.96","$2.37B","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/vac",
"MMC","Marsh & McLennan Companies, Inc.","68.54","$35.34B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/mmc",
"MLM","Martin Marietta Materials, Inc.","221.81","$14.08B","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/mlm",
"MAS","Masco Corporation","32.5","$10.67B","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/mas",
"DOOR","Masonite International Corporation","64.25","$1.93B","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/door",
"MTZ","MasTec, Inc.","38.15","$3.14B","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/mtz",
"MA","Mastercard Incorporated","103.28","$114.53B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ma",
"MTDR","Matador Resources Company","25.42","$2.53B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mtdr",
"MTRN","Materion Corporation","39.5","$787.55M","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/mtrn",
"MATX","Matson, Inc.","37.45","$1.6B","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/matx",
"MLP","Maui Land & Pineapple Company, Inc.","7.2","$136.95M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/mlp",
"MMS","Maximus, Inc.","53.99","$3.5B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/mms",
"MXL","MaxLinear, Inc","20.88","$1.35B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/mxl",
"MBI","MBIA, Inc.","11.14","$1.51B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mbi",
"MNI","McClatchy Company (The)","14.23","$107.79M","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/mni",
"MKC","McCormick & Company, Incorporated","92.09","$11.61B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/mkc",
"MKC.V","McCormick & Company, Incorporated","n/a","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/mkc.v",
"MDR","McDermott International, Inc.","7.63","$1.84B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/mdr",
"MCD","McDonald&#39;s Corporation","122.84","$102.01B","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/mcd",
"MUX","McEwen Mining Inc.","2.82","$844.68M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/mux",
"MCK","McKesson Corporation","143.37","$32.41B","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/mck",
"MDU","MDU Resources Group, Inc.","28.95","$5.65B","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/mdu",
"MJN","Mead Johnson Nutrition Company","72.85","$13.46B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/mjn",
"MTL","Mechel PAO","6.05","$1.26B","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/mtl",
"MTL^","Mechel PAO","1.13","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtl^",
"MRT","MedEquities Realty Trust, Inc.","10.48","$332.05M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mrt",
"MEG","Media General, Inc.","18.81","$2.43B","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/meg",
"MPW","Medical Properties Trust, Inc.","11.9","$3.81B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mpw",
